Date,Open,High,Low,Close,Volume,Adjustment
12-31-09,1126.44,1127.69,1114.89,1114.89,0,
12-30-09,1123.05,1126.27,1121.94,1125.9,0,
12-29-09,1128.8,1130.38,1125.92,1125.92,0,
12-28-09,1128.21,1130.4,1123.56,1127.94,0,
12-24-09,1121.75,1126.5,1121.49,1126.38,0,
12-23-09,1118.86,1121.61,1115.96,1120.49,0,
12-22-09,1115.52,1120.22,1115.31,1118.04,0,
12-21-09,1106.39,1117.67,1106.39,1114.2,0,
12-18-09,1101.58,1103.78,1093.87,1103.18,0,
12-17-09,1104.54,1104.63,1095.95,1096.41,0,
12-16-09,1110.91,1116.21,1107.91,1109.67,0,
12-15-09,1111.13,1114.11,1105.32,1108.1,0,
12-14-09,1110.42,1114.83,1108.74,1114.05,0,
12-11-09,1105.14,1108.45,1101.31,1106.7,0,
12-10-09,1099.79,1106.29,1099.79,1102.08,0,
12-09-09,1092.77,1097.05,1085.88,1095.61,0,
12-08-09,1097.84,1098.03,1088.54,1091.81,0,
12-07-09,1105.7,1110.72,1100.79,1103.18,0,
12-04-09,1110.01,1119.22,1096.26,1105.82,0,
12-03-09,1111.87,1117.29,1098.74,1100,0,
12-02-09,1108.19,1115.64,1105.1,1109,0,
12-01-09,1103.05,1112.33,1103.05,1108.81,0,
11-30-09,1091.51,1097.32,1086.21,1095.75,0,
11-27-09,1085.58,1099.2,1079.7,1091.5,0,
11-25-09,1108.66,1111.16,1104.7,1110.25,0,
11-24-09,1106.54,1107.6,1097.58,1105.87,0,
11-23-09,1101.85,1112.65,1101.85,1106.17,0,
11-20-09,1090.5,1093.96,1086.84,1091.46,0,
11-19-09,1103.75,1103.75,1088.33,1095.02,0,
11-18-09,1109.34,1111.07,1102.69,1109.63,0,
11-17-09,1107.2,1110.6,1102.02,1110.24,0,
11-16-09,1099.57,1113.66,1099.57,1109.23,0,
11-13-09,1088.82,1097.86,1085.05,1093.52,0,
11-12-09,1096.36,1102.64,1084.73,1087.22,0,
11-11-09,1098.1,1105.4,1093.8,1098.74,0,
11-10-09,1090.25,1096.45,1087.35,1092.98,0,
11-09-09,1076.16,1093.11,1076.16,1093.11,0,
11-06-09,1061.78,1071.52,1058.54,1069.21,0,
11-05-09,1050.85,1066.66,1050.85,1066.58,0,
11-04-09,1051.79,1061.13,1044.8,1046.42,0,
11-03-09,1037.68,1046.38,1033.9,1045.13,0,
11-02-09,1040.21,1052.33,1029.29,1042.51,0,
10-30-09,1063.41,1064.19,1033.19,1035.74,0,
10-29-09,1049.66,1066.85,1048.19,1065.33,0,
10-28-09,1060.24,1063.31,1042.09,1042.62,0,
10-27-09,1068.43,1072.49,1060.59,1063.26,0,
10-26-09,1080.62,1091.74,1065.13,1066.84,0,
10-23-09,1096.71,1097.57,1075.24,1079.71,0,
10-22-09,1080.85,1095.3,1074.07,1092.44,0,
10-21-09,1089.52,1101.72,1080.68,1081.2,0,
10-20-09,1099.2,1099.5,1085.98,1091.06,0,
10-19-09,1090.31,1100.14,1086.48,1097.56,0,
10-16-09,1089.65,1091.55,1081.48,1087.88,0,
10-15-09,1087.07,1096.18,1085.76,1096.18,0,
10-14-09,1085.31,1093.15,1081.72,1092.29,0,
10-13-09,1074.31,1075.31,1066.66,1073.76,0,
10-12-09,1075.6,1080.01,1071.88,1076.11,0,
10-09-09,1064.57,1071.5,1062.97,1071.41,0,
10-08-09,1063.04,1070.78,1060.76,1065.18,0,
10-07-09,1053.5,1058.06,1050.11,1057.61,0,
10-06-09,1046.94,1060.64,1046.85,1054.72,0,
10-05-09,1030.07,1042.56,1025.8,1040.15,0,
10-02-09,1020.98,1030.88,1019.59,1025.04,0,
10-01-09,1054.06,1054.14,1029.42,1029.5,0,
09-30-09,1063.13,1063.85,1046.16,1056.01,0,
09-29-09,1064.36,1069.87,1057.76,1060.52,0,
09-28-09,1047.74,1065.15,1047.74,1062.72,0,
09-25-09,1047.61,1053.55,1041.18,1044.82,0,
09-24-09,1063.14,1066.48,1045.85,1050.53,0,
09-23-09,1073.93,1080.28,1060.31,1060.79,0,
09-22-09,1070.83,1073.87,1066.34,1071.44,0,
09-21-09,1061.91,1067.29,1057.33,1064.77,0,
09-18-09,1070.25,1071.53,1064.12,1067.83,0,
09-17-09,1066.73,1075.65,1061.09,1066.2,0,
09-16-09,1057.44,1068.68,1052.78,1068.68,0,
09-15-09,1050.77,1056.3,1043.18,1052.63,0,
09-14-09,1036.39,1049.73,1034.73,1048.98,0,
09-11-09,1046.45,1048.54,1038.33,1042.75,0,
09-10-09,1034.32,1044.04,1027.98,1043.96,0,
09-09-09,1026.56,1036.35,1023.88,1033.17,0,
09-08-09,1024.51,1026.26,1019.8,1025.15,0,
09-04-09,1003.57,1016.51,1001.36,1016.21,0,
09-03-09,999.25,1003.53,992.08,1002.79,0,
