Date,Open,High,Low,Close,Volume,Adjustment
12-31-07,1476.33,1476.33,1465.22,1466.71,0,
12-28-07,1482.69,1487.99,1471.74,1477.59,0,
12-27-07,1492.59,1492.78,1475.77,1477.21,0,
12-26-07,1494.23,1498.82,1488.16,1497.34,0,
12-24-07,1484.42,1497.66,1483.81,1497.33,0,
12-21-07,1469.49,1485.41,1469.47,1485.07,0,
12-20-07,1458.45,1462.68,1447.22,1460.57,0,
12-19-07,1454.36,1464.46,1445.41,1452.58,0,
12-18-07,1453.77,1460.05,1435.41,1453.83,0,
12-17-07,1463.05,1464.27,1445.42,1446.21,0,
12-14-07,1481.24,1486.73,1467.67,1467.89,0,
12-13-07,1478.96,1489.44,1469.11,1489.22,0,
12-12-07,1501.19,1513.06,1467.96,1486.95,0,
12-11-07,1517.38,1523.99,1475.99,1477.27,0,
12-10-07,1505.83,1518.23,1504.94,1516.24,0,
12-07-07,1507.03,1510.86,1502.67,1504.16,0,
12-06-07,1483.61,1508.1,1482.09,1507.43,0,
12-05-07,1471.27,1486.12,1471.27,1484.75,0,
12-04-07,1469.01,1470.12,1460.5,1462.78,0,
12-03-07,1478.32,1481.25,1470.05,1472.65,0,
11-30-07,1485.17,1489.53,1470.67,1481.79,0,
11-29-07,1466.8,1473.87,1458.18,1470.15,0,
11-28-07,1441.7,1471.66,1441.59,1469.08,0,
11-27-07,1412.3,1429.63,1407.25,1428.54,0,
11-26-07,1440.44,1446.2,1405.58,1406.04,0,
11-23-07,1423.79,1440.86,1423.79,1439.72,0,
11-21-07,1434.19,1436.42,1415.49,1416.1,0,
11-20-07,1435.24,1452.78,1419.12,1439.37,0,
11-19-07,1453.58,1454.02,1430.12,1434.02,0,
11-16-07,1456.5,1462.27,1443.89,1457.83,0,
11-15-07,1466.48,1472.74,1443.47,1451.07,0,
11-14-07,1491.22,1492.73,1466.36,1469.57,0,
11-13-07,1448.02,1481.36,1448.02,1480.44,0,
11-12-07,1452.78,1464.88,1438.32,1438.7,0,
11-09-07,1461.57,1474.1,1448.33,1452.24,0,
11-08-07,1478.18,1482.56,1450.19,1473.88,0,
11-07-07,1509.8,1510.19,1474.82,1475.04,0,
11-06-07,1507.01,1520.69,1498.97,1520.69,0,
11-05-07,1494.08,1510.98,1489.84,1501.89,0,
11-02-07,1514.86,1515.4,1492.42,1510.88,0,
11-01-07,1536.14,1536.14,1506.6,1508.24,0,
10-31-07,1536.75,1552.85,1529,1548.36,0,
10-30-07,1536.07,1538.05,1529.47,1530.99,0,
10-29-07,1538.81,1544.79,1536.34,1540.65,0,
10-26-07,1528.95,1535.7,1520.15,1535.38,0,
10-25-07,1515.45,1523.33,1500.18,1514.13,0,
10-24-07,1513.79,1517.42,1489.41,1516.01,0,
10-23-07,1514.33,1519.96,1503.61,1519.96,0,
10-22-07,1490.11,1508.29,1487.56,1506.7,0,
10-19-07,1535.94,1535.94,1500.29,1500.3,0,
10-18-07,1536.15,1542.73,1531.83,1539.56,0,
10-17-07,1549.74,1551.26,1526.02,1541.07,0,
10-16-07,1544.85,1546.1,1536.14,1538.92,0,
10-15-07,1562.63,1564.28,1540.68,1549.28,0,
10-12-07,1555.28,1563.12,1554.04,1561.75,0,
10-11-07,1567.14,1576.03,1546.6,1554.52,0,
10-10-07,1562.14,1566.86,1555.46,1561.73,0,
10-09-07,1554.06,1565.2,1551.6,1565.2,0,
10-08-07,1554.8,1555.98,1548.95,1552.73,0,
10-05-07,1547.88,1562.03,1547.77,1556.93,0,
10-04-07,1539.5,1543.99,1537.68,1543.04,0,
10-03-07,1543.09,1545.74,1536.26,1539.54,0,
10-02-07,1546.65,1548.21,1540.25,1546.41,0,
10-01-07,1524.66,1548.95,1524.66,1546.95,0,
09-28-07,1531.51,1533.68,1521.82,1526.72,0,
09-27-07,1529.82,1532.5,1525.68,1531.68,0,
09-26-07,1521.92,1529.39,1518.63,1525.45,0,
09-25-07,1510.92,1518.2,1506.97,1518.12,0,
09-24-07,1527.29,1530.14,1516.01,1517.71,0,
09-21-07,1525.34,1530.94,1524.68,1525.3,0,
09-20-07,1528.44,1529.07,1516.34,1518.41,0,
09-19-07,1524.97,1538.75,1522.83,1528.98,0,
09-18-07,1480.77,1520.01,1479.22,1519.3,0,
09-17-07,1480.86,1481.52,1471.78,1476.55,0,
09-14-07,1478.15,1485.94,1472.71,1484.04,0,
09-13-07,1476.2,1489.67,1476,1483.66,0,
09-12-07,1469.11,1479.57,1465.72,1471.56,0,
09-11-07,1455.97,1472.42,1455.9,1471.77,0,
09-10-07,1457.11,1462.89,1439.24,1451.31,0,
09-07-07,1465.69,1465.83,1448.67,1453.85,0,
09-06-07,1474.61,1481.59,1467.42,1478.46,0,
09-05-07,1483.18,1483.18,1466.31,1471.68,0,
09-04-07,1471.11,1496.34,1470.98,1489.27,0,
08-31-07,1470.3,1481.49,1465.38,1472.07,0,
08-30-07,1457.16,1468.35,1450.45,1457.98,0,
08-29-07,1438.69,1463.75,1436.56,1463.7,0,
08-28-07,1460.71,1461.1,1432,1433.63,0,
08-27-07,1476.09,1476.09,1465.79,1466.92,0,
08-24-07,1461.11,1479.66,1460.42,1479.01,0,
08-23-07,1468.87,1472.92,1453.75,1462.79,0,
08-22-07,1454.27,1465.15,1450.91,1463.74,0,
08-21-07,1444.37,1455.32,1439.05,1447,0,
08-20-07,1447.54,1451.65,1430.5,1445.29,0,
08-17-07,1451.07,1455.53,1421.32,1444.95,0,
08-16-07,1395.26,1416.36,1370.37,1414.89,0,
08-15-07,1423.96,1440.92,1404.34,1406.53,0,
08-14-07,1453.98,1456.53,1426.27,1426.37,0,
08-13-07,1462.69,1467.34,1451.52,1452.92,0,
08-10-07,1440.68,1462.46,1429.71,1453.58,0,
08-09-07,1474.12,1487.32,1455.29,1455.29,0,
08-08-07,1482.64,1504.28,1478.16,1496.94,0,
08-07-07,1462.56,1488.58,1455.94,1476.01,0,
08-06-07,1437.11,1467.18,1427.28,1466.99,0,
08-03-07,1470.64,1473.62,1432.87,1433.15,0,
08-02-07,1466.87,1476.56,1460.52,1471.89,0,
08-01-07,1450.41,1468.45,1439.52,1466.39,0,
