Date,Open,High,Low,Close,Volume,Adjustment
12-31-10,1257,1259.3,1254.14,1258.48,0,
12-30-10,1259.68,1261.04,1256.38,1257.87,0,
12-29-10,1259.79,1262.61,1259.78,1260.08,0,
12-28-10,1258.69,1259.95,1256.21,1258.95,0,
12-27-10,1253.35,1258.46,1251.49,1257.84,0,
12-23-10,1257.25,1258.63,1254.08,1256.77,0,
12-22-10,1255.08,1259.39,1255.08,1258.72,0,
12-21-10,1250.27,1255.78,1250.18,1254.75,0,
12-20-10,1247.21,1250.15,1241.48,1247.4,0,
12-17-10,1242.94,1245.79,1239.86,1244.16,0,
12-16-10,1236.59,1243.8,1232.72,1243.59,0,
12-15-10,1238.93,1244.26,1233.99,1235.71,0,
12-14-10,1241.39,1246.99,1238.07,1241.57,0,
12-13-10,1244.59,1246.82,1240.31,1240.48,0,
12-10-10,1235.25,1240.95,1232.57,1239.9,0,
12-09-10,1233.04,1234.83,1226.88,1232.83,0,
12-08-10,1224.77,1229.05,1219.5,1228.02,0,
12-07-10,1233.33,1235.22,1223.28,1223.84,0,
12-06-10,1223.26,1225.75,1220.67,1223.08,0,
12-03-10,1215.54,1225.59,1215.54,1224.5,0,
12-02-10,1207.07,1221.96,1207.07,1221.35,0,
12-01-10,1194.09,1207.79,1194.09,1205.84,0,
11-30-10,1178.79,1187.41,1174.13,1180.59,0,
11-29-10,1183.36,1190.49,1173.58,1187.88,0,
11-26-10,1191.4,1194.33,1186.93,1189.33,0,
11-24-10,1186.53,1198.68,1186.53,1198.4,0,
11-23-10,1188.51,1188.51,1176.73,1180.88,0,
11-22-10,1196.44,1198.98,1184.66,1197.84,0,
11-19-10,1195.59,1199.95,1189.41,1199.67,0,
11-18-10,1187.96,1200.33,1187.96,1196.58,0,
11-17-10,1178.92,1183.67,1175.64,1178.61,0,
11-16-10,1191.24,1191.62,1172.98,1178.37,0,
11-15-10,1202.52,1207.46,1197.18,1197.64,0,
11-12-10,1207.96,1210.5,1193.96,1199.11,0,
11-11-10,1208.29,1215.46,1204.34,1213.75,0,
11-10-10,1213.41,1218.69,1204.18,1218.55,0,
11-09-10,1225.54,1226.91,1208.94,1213.63,0,
11-08-10,1221.45,1224.65,1217.54,1223.08,0,
11-05-10,1220.7,1227.04,1220.28,1225.7,0,
11-04-10,1208.42,1221.25,1208.42,1220.9,0,
11-03-10,1194.79,1198.27,1183.16,1197.91,0,
11-02-10,1190.64,1195.89,1189.83,1193.57,0,
11-01-10,1188.06,1195.87,1177.47,1184.15,0,
10-29-10,1181.76,1185.51,1179.59,1183.38,0,
