Date,Open,High,Low,Close,Volume,Adjustment
12-29-17,2685.96,2691.41,2674.5,2673.61,0,
12-28-17,2683.62,2687.61,2682.78,2687.54,0,
12-27-17,2679.64,2685.51,2679.02,2682.62,0,
12-26-17,2678.37,2682.7,2678.02,2680.5,0,
12-22-17,2683.32,2685.15,2678.23,2683.34,0,
12-21-17,2680.97,2692.51,2680.97,2684.57,0,
12-20-17,2686.44,2690.42,2676.26,2679.25,0,
12-19-17,2691.44,2693.64,2680.74,2681.47,0,
12-18-17,2684.33,2694.79,2684.33,2690.16,0,
12-15-17,2662.76,2679.54,2659.88,2675.81,0,
12-14-17,2664.18,2667.92,2652.24,2652.01,0,
12-13-17,2666.39,2671.77,2663.1,2662.85,0,
12-12-17,2662.74,2669.63,2660,2664.11,0,
12-11-17,2652.85,2660.3,2651.67,2659.99,0,
12-08-17,2644.63,2651.57,2644.21,2651.5,0,
12-07-17,2629.1,2640.77,2626.85,2636.98,0,
12-06-17,2625.06,2634.14,2624.55,2629.27,0,
12-05-17,2638.96,2648.04,2627.23,2629.57,0,
12-04-17,2656.62,2665.11,2639.16,2639.44,0,
12-01-17,2642.58,2650.49,2606.41,2642.22,0,
11-30-17,2632.14,2657.61,2632.14,2647.58,0,
11-29-17,2628.35,2634.8,2620.38,2626.07,0,
11-28-17,2603.3,2627.53,2603.3,2627.04,0,
11-27-17,2602.15,2606.35,2598.9,2601.42,0,
11-24-17,2598.8,2604.08,2598.8,2602.42,0,
11-22-17,2599.97,2600.67,2595.44,2597.08,0,
11-21-17,2586.67,2601.08,2586.67,2599.03,0,
11-20-17,2579.57,2584.5,2578.38,2582.14,0,
11-17-17,2583.84,2583.84,2577.73,2578.85,0,
11-16-17,2572.57,2589.93,2572.05,2585.64,0,
11-15-17,2569.04,2572.75,2557.89,2564.62,0,
11-14-17,2580.83,2580.83,2566.9,2578.87,0,
11-13-17,2577.95,2587.66,2575.03,2584.84,0,
11-10-17,2584.04,2584.04,2575.79,2582.3,0,
11-09-17,2586.45,2586.45,2566.56,2584.62,0,
11-08-17,2589.44,2595.41,2585.17,2594.38,0,
11-07-17,2591.17,2596.87,2584.61,2590.64,0,
11-06-17,2587.09,2593.3,2585.79,2591.13,0,
11-03-17,2582.93,2588.33,2576.95,2587.84,0,
11-02-17,2578.26,2580.97,2566.5,2579.85,0,
11-01-17,2580.02,2588.24,2575.06,2579.36,0,
10-31-17,2576.54,2578.22,2572.23,2575.26,0,
10-30-17,2578.8,2579.9,2568.39,2572.83,0,
10-27-17,2571.62,2582.86,2566.1,2581.07,0,
10-26-17,2557.55,2566.87,2557.41,2560.4,0,
10-25-17,2568.4,2568.4,2544.17,2557.15,0,
10-24-17,2568.59,2572.11,2565.78,2569.13,0,
10-23-17,2576.27,2577.79,2564.39,2564.98,0,
10-20-17,2566.33,2575.36,2566.33,2575.21,0,
10-19-17,2553.95,2562.22,2548.12,2562.1,0,
10-18-17,2562.58,2564.02,2559.68,2561.26,0,
10-17-17,2558.32,2559.71,2554.83,2559.36,0,
10-16-17,2554.54,2559.4,2552.81,2557.64,0,
